
time,gFx,gFy,gFz,Bx,By,Bz,Azimuth,Pitch,Roll,
15:11:32:653,-0.6811,0.0022,0.6163,32.8000,40.7500,-15.5500,339.4060,0.0228,-41.8403,
15:11:32:655,-0.6811,0.0022,0.6163,32.8000,40.7500,-15.5500,339.8624,0.0222,-43.8676,
15:11:32:675,-0.6811,0.0022,0.6163,33.5875,41.0125,-13.7875,339.8624,0.0222,-43.8676,
15:11:32:715,-0.6811,0.0022,0.6163,33.5875,41.0125,-13.7875,340.2063,0.0175,-43.7730,
15:11:32:718,-0.6935,0.0048,0.7058,33.5875,41.0125,-13.7875,340.2063,0.0175,-43.7730,
15:11:32:735,-0.6935,0.0048,0.7058,33.5625,41.4250,-13.5500,340.2063,0.0175,-43.7730,
15:11:32:797,-0.6936,0.0031,0.6905,33.5625,41.4250,-13.5500,340.2063,0.0175,-43.7730,
15:11:32:800,-0.6936,0.0031,0.6905,33.5625,41.4250,-13.5500,340.2355,0.0111,-42.9020,
15:11:32:805,-0.6936,0.0031,0.6905,33.2750,41.3875,-14.1750,340.2355,0.0111,-42.9020,
15:11:32:856,-0.6676,0.0089,0.6363,33.2750,41.3875,-14.1750,340.2355,0.0111,-42.9020,
15:11:32:858,-0.6676,0.0089,0.6363,33.2750,41.3875,-14.1750,340.2551,0.0012,-38.8658,
15:11:32:875,-0.6676,0.0089,0.6363,32.5875,40.7875,-15.8250,340.2551,0.0012,-38.8658,
15:11:32:918,-0.6676,0.0089,0.6363,32.5875,40.7875,-15.8250,340.4794,-0.0257,-31.2839,
15:11:32:921,-0.5676,0.0137,0.7235,32.5875,40.7875,-15.8250,340.4794,-0.0257,-31.2839,
15:11:32:935,-0.5676,0.0137,0.7235,30.2375,40.8250,-19.6625,340.4794,-0.0257,-31.2839,
15:11:32:980,-0.4105,-0.0043,0.8455,30.2375,40.8250,-19.6625,340.4794,-0.0257,-31.2839,
15:11:32:982,-0.4105,-0.0043,0.8455,30.2375,40.8250,-19.6625,340.5801,-0.0554,-21.5014,
15:11:33:004,-0.4105,-0.0043,0.8455,26.0125,41.8625,-23.3500,340.5801,-0.0554,-21.5014,
15:11:33:064,-0.2321,0.0023,1.0128,26.0125,41.8625,-23.3500,340.5801,-0.0554,-21.5014,
15:11:33:067,-0.2321,0.0023,1.0128,26.0125,41.8625,-23.3500,340.4745,-0.2058,-8.8603,
15:11:33:076,-0.2321,0.0023,1.0128,21.8500,41.4250,-26.9000,340.4745,-0.2058,-8.8603,
15:11:33:122,-0.1017,0.0099,1.2137,21.8500,41.4250,-26.9000,340.4745,-0.2058,-8.8603,
15:11:33:124,-0.1017,0.0099,1.2137,21.8500,41.4250,-26.9000,340.2436,-0.2190,-7.0880,
15:11:33:135,-0.1017,0.0099,1.2137,19.0875,40.8500,-29.1125,340.2436,-0.2190,-7.0880,
15:11:33:182,-0.1234,-0.0010,0.8392,19.0875,40.8500,-29.1125,340.2436,-0.2190,-7.0880,
15:11:33:183,-0.1234,-0.0010,0.8392,19.0875,40.8500,-29.1125,339.8175,-0.2271,-4.5708,
15:11:33:205,-0.1234,-0.0010,0.8392,18.5000,41.4125,-28.9250,339.8175,-0.2271,-4.5708,
15:11:33:261,0.0218,0.0043,1.0276,18.5000,41.4125,-28.9250,339.8175,-0.2271,-4.5708,
15:11:33:262,0.0218,0.0043,1.0276,18.5000,41.4125,-28.9250,339.8463,-0.2017,0.6634,
15:11:33:264,0.0218,0.0043,1.0276,16.2500,42.2625,-28.1000,339.8463,-0.2017,0.6634,
15:11:33:321,0.0083,0.0018,0.9826,16.2500,42.2625,-28.1000,339.8463,-0.2017,0.6634,
15:11:33:321,0.0083,0.0018,0.9826,16.2500,42.2625,-28.1000,339.8459,-0.2029,0.6616,
15:11:33:335,0.0083,0.0018,0.9826,15.8125,42.3375,-28.5750,339.8459,-0.2029,0.6616,
15:11:33:381,0.0083,0.0018,0.9826,15.8125,42.3375,-28.5750,339.8475,-0.2048,0.6666,
15:11:33:382,0.0114,0.0028,0.9979,15.8125,42.3375,-28.5750,339.8475,-0.2048,0.6666,
15:11:33:405,0.0114,0.0028,0.9979,16.0500,41.7500,-29.3125,339.8475,-0.2048,0.6666,
15:11:33:464,0.0114,0.0028,0.9979,16.0500,41.7500,-29.3125,339.8455,-0.2047,0.6692,
15:11:33:468,0.0115,0.0030,0.9975,16.0500,41.7500,-29.3125,339.8455,-0.2047,0.6692,
15:11:33:469,0.0115,0.0030,0.9975,15.8125,41.6375,-30.1250,339.8455,-0.2047,0.6692,
15:11:33:524,0.0115,0.0030,0.9975,15.8125,41.6375,-30.1250,339.8448,-0.2046,0.6679,
15:11:33:526,0.0110,0.0040,1.0009,15.8125,41.6375,-30.1250,339.8448,-0.2046,0.6679,
15:11:33:537,0.0110,0.0040,1.0009,15.7750,41.7000,-31.0625,339.8448,-0.2046,0.6679,
15:11:33:585,0.0117,0.0034,1.0000,15.7750,41.7000,-31.0625,339.8448,-0.2046,0.6679,
15:11:33:587,0.0117,0.0034,1.0000,15.7750,41.7000,-31.0625,339.8435,-0.2049,0.6661,
15:11:33:606,0.0117,0.0034,1.0000,15.5375,41.8250,-31.1875,339.8435,-0.2049,0.6661,
15:11:33:646,0.0117,0.0034,1.0000,15.5375,41.8250,-31.1875,339.8410,-0.2060,0.6652,
15:11:33:648,0.0114,0.0037,1.0008,15.5375,41.8250,-31.1875,339.8410,-0.2060,0.6652,
15:11:33:667,0.0114,0.0037,1.0008,15.7875,41.7625,-31.0375,339.8410,-0.2060,0.6652,
15:11:33:725,0.0101,0.0035,0.9980,15.7875,41.7625,-31.0375,339.8410,-0.2060,0.6652,
15:11:33:726,0.0101,0.0035,0.9980,15.7875,41.7625,-31.0375,339.8426,-0.2085,0.6591,
15:11:33:735,0.0101,0.0035,0.9980,15.8500,41.5250,-29.4375,339.8426,-0.2085,0.6591,
